id,n_predict,run_date,prediction,metric,signal,accuracy,avg_abs_accuracy,fetch_date
1312.0,450,2022-05-20T00:00:00.000,92.685,11.685,1,0.976,0.552,2022-05-20
1313.0,450,2022-05-20T00:00:00.000,98.934,17.934,1,0.971,0.557,2022-05-20
545.0,30,2022-05-27T00:00:00.000,82.628,1.628,1,0.8,0.937,2022-05-27
997.0,30,2022-05-27T00:00:00.000,83.24,2.24,1,0.667,0.905,2022-05-27
461.0,60,2022-05-27T00:00:00.000,83.321,2.321,1,0.616,0.932,2022-05-27
544.0,60,2022-05-27T00:00:00.000,87.51,6.51,1,0.834,0.901,2022-05-27
543.0,90,2022-05-27T00:00:00.000,91.806,10.806,1,0.846,0.884,2022-05-27
990.0,180,2022-05-27T00:00:00.000,98.053,17.053,1,0.812,0.798,2022-05-27
991.0,180,2022-05-27T00:00:00.000,92.676,11.676,1,0.892,0.802,2022-05-27
541.0,270,2022-05-27T00:00:00.000,98.934,17.934,1,0.992,0.881,2022-05-27
1315.0,360,2022-05-27T00:00:00.000,98.934,17.934,1,0.528,0.604,2022-05-27
1312.0,450,2022-05-27T00:00:00.000,96.922,15.922,1,0.974,0.554,2022-05-27
1313.0,450,2022-05-27T00:00:00.000,98.934,17.934,1,0.972,0.559,2022-05-27
545.0,30,2022-06-03T00:00:00.000,83.434,2.434,1,0.803,0.937,2022-06-03
997.0,30,2022-06-03T00:00:00.000,83.455,2.455,1,0.67,0.905,2022-06-03
461.0,60,2022-06-03T00:00:00.000,84.3,3.3,1,0.57,0.928,2022-06-03
544.0,60,2022-06-03T00:00:00.000,87.085,6.085,1,0.836,0.902,2022-06-03
543.0,90,2022-06-03T00:00:00.000,91.051,10.051,1,0.848,0.886,2022-06-03
990.0,180,2022-06-03T00:00:00.000,98.83,17.83,1,0.814,0.798,2022-06-03
991.0,180,2022-06-03T00:00:00.000,95.336,14.336,1,0.893,0.802,2022-06-03
541.0,270,2022-06-03T00:00:00.000,98.934,17.934,1,0.992,0.883,2022-06-03
1315.0,360,2022-06-03T00:00:00.000,98.934,17.934,1,0.534,0.608,2022-06-03
1312.0,450,2022-06-03T00:00:00.000,98.119,17.119,1,0.975,0.556,2022-06-03
1313.0,450,2022-06-03T00:00:00.000,98.934,17.934,1,0.972,0.562,2022-06-03
545.0,30,2022-06-10T00:00:00.000,84.105,2.105,1,0.806,0.936,2022-06-10
997.0,30,2022-06-10T00:00:00.000,84.795,2.795,1,0.672,0.906,2022-06-10
461.0,60,2022-06-10T00:00:00.000,84.971,2.971,1,0.53,0.924,2022-06-10
544.0,60,2022-06-10T00:00:00.000,88.017,6.017,1,0.839,0.903,2022-06-10
543.0,90,2022-06-10T00:00:00.000,91.024,9.024,1,0.851,0.887,2022-06-10
990.0,180,2022-06-10T00:00:00.000,100.035,18.035,1,0.816,0.799,2022-06-10
991.0,180,2022-06-10T00:00:00.000,95.678,13.678,1,0.895,0.803,2022-06-10
541.0,270,2022-06-10T00:00:00.000,100.155,18.155,1,0.992,0.885,2022-06-10
1315.0,360,2022-06-10T00:00:00.000,100.155,18.155,1,0.54,0.612,2022-06-10
1312.0,450,2022-06-10T00:00:00.000,99.431,17.431,1,0.975,0.558,2022-06-10
1313.0,450,2022-06-10T00:00:00.000,100.155,18.155,1,0.973,0.565,2022-06-10
545.0,30,2022-06-17T00:00:00.000,84.346,2.346,1,0.809,0.937,2022-06-17
997.0,30,2022-06-17T00:00:00.000,84.509,2.509,1,0.675,0.906,2022-06-17
461.0,60,2022-06-17T00:00:00.000,84.957,2.957,1,0.495,0.92,2022-06-17
544.0,60,2022-06-17T00:00:00.000,87.832,5.832,1,0.841,0.905,2022-06-17
543.0,90,2022-06-17T00:00:00.000,91.698,9.698,1,0.853,0.888,2022-06-17
990.0,180,2022-06-17T00:00:00.000,100.006,18.006,1,0.818,0.799,2022-06-17
991.0,180,2022-06-17T00:00:00.000,94.044,12.044,1,0.896,0.803,2022-06-17
541.0,270,2022-06-17T00:00:00.000,100.155,18.155,1,0.992,0.887,2022-06-17
1315.0,360,2022-06-17T00:00:00.000,100.155,18.155,1,0.546,0.615,2022-06-17
1312.0,450,2022-06-17T00:00:00.000,99.771,17.771,1,0.975,0.562,2022-06-17
1313.0,450,2022-06-17T00:00:00.000,100.155,18.155,1,0.973,0.569,2022-06-17
545.0,30,2022-06-24T00:00:00.000,84.19,2.19,1,0.811,0.938,2022-06-24
997.0,30,2022-06-24T00:00:00.000,84.919,2.919,1,0.678,0.907,2022-06-24
461.0,60,2022-06-24T00:00:00.000,84.666,2.666,1,0.5,0.921,2022-06-24
544.0,60,2022-06-24T00:00:00.000,87.551,5.551,1,0.843,0.906,2022-06-24
543.0,90,2022-06-24T00:00:00.000,90.088,8.088,1,0.855,0.889,2022-06-24
990.0,180,2022-06-24T00:00:00.000,100.083,18.083,1,0.819,0.8,2022-06-24
991.0,180,2022-06-24T00:00:00.000,95.377,13.377,1,0.897,0.804,2022-06-24
541.0,270,2022-06-24T00:00:00.000,100.155,18.155,1,0.993,0.889,2022-06-24
1315.0,360,2022-06-24T00:00:00.000,100.155,18.155,1,0.552,0.619,2022-06-24
1312.0,450,2022-06-24T00:00:00.000,99.51,17.51,1,0.976,0.566,2022-06-24
1313.0,450,2022-06-24T00:00:00.000,100.155,18.155,1,0.974,0.573,2022-06-24
545.0,30,2022-07-01T00:00:00.000,84.017,2.017,1,0.814,0.938,2022-07-01
997.0,30,2022-07-01T00:00:00.000,85.032,3.032,1,0.68,0.907,2022-07-01
461.0,60,2022-07-01T00:00:00.000,81.965,-0.035,-1,0.529,0.924,2022-07-01
544.0,60,2022-07-01T00:00:00.000,85.955,3.955,1,0.846,0.907,2022-07-01
543.0,90,2022-07-01T00:00:00.000,90.102,8.102,1,0.857,0.89,2022-07-01
990.0,180,2022-07-01T00:00:00.000,100.146,18.146,1,0.821,0.801,2022-07-01
991.0,180,2022-07-01T00:00:00.000,94.938,12.938,1,0.898,0.805,2022-07-01
541.0,270,2022-07-01T00:00:00.000,100.155,18.155,1,0.993,0.891,2022-07-01
1315.0,360,2022-07-01T00:00:00.000,100.155,18.155,1,0.558,0.623,2022-07-01
1312.0,450,2022-07-01T00:00:00.000,99.353,17.353,1,0.976,0.571,2022-07-01
1313.0,450,2022-07-01T00:00:00.000,100.155,18.155,1,0.974,0.577,2022-07-01
545.0,30,2022-07-08T00:00:00.000,83.955,1.955,1,0.816,0.939,2022-07-08
997.0,30,2022-07-08T00:00:00.000,84.867,2.867,1,0.683,0.908,2022-07-08
461.0,60,2022-07-08T00:00:00.000,81.689,-0.311,-1,0.555,0.925,2022-07-08
544.0,60,2022-07-08T00:00:00.000,87.204,5.204,1,0.848,0.907,2022-07-08
543.0,90,2022-07-08T00:00:00.000,89.492,7.492,1,0.86,0.891,2022-07-08
990.0,180,2022-07-08T00:00:00.000,100.116,18.116,1,0.823,0.802,2022-07-08
991.0,180,2022-07-08T00:00:00.000,94.539,12.539,1,0.899,0.805,2022-07-08
541.0,270,2022-07-08T00:00:00.000,100.155,18.155,1,0.993,0.893,2022-07-08
1315.0,360,2022-07-08T00:00:00.000,100.155,18.155,1,0.564,0.626,2022-07-08
1312.0,450,2022-07-08T00:00:00.000,99.882,17.882,1,0.977,0.574,2022-07-08
1313.0,450,2022-07-08T00:00:00.000,100.155,18.155,1,0.974,0.58,2022-07-08
545.0,30,2022-07-15T00:00:00.000,84.043,2.043,1,0.819,0.939,2022-07-15
997.0,30,2022-07-15T00:00:00.000,84.618,2.618,1,0.685,0.908,2022-07-15
461.0,60,2022-07-15T00:00:00.000,83.047,1.047,1,0.578,0.928,2022-07-15
544.0,60,2022-07-15T00:00:00.000,87.061,5.061,1,0.85,0.908,2022-07-15
543.0,90,2022-07-15T00:00:00.000,87.95,5.95,1,0.862,0.892,2022-07-15
990.0,180,2022-07-15T00:00:00.000,99.126,17.126,1,0.824,0.803,2022-07-15
991.0,180,2022-07-15T00:00:00.000,96.293,14.293,1,0.899,0.806,2022-07-15
541.0,270,2022-07-15T00:00:00.000,100.155,18.155,1,0.993,0.895,2022-07-15
1315.0,360,2022-07-15T00:00:00.000,100.155,18.155,1,0.569,0.63,2022-07-15
1312.0,450,2022-07-15T00:00:00.000,93.827,11.827,1,0.977,0.577,2022-07-15
1313.0,450,2022-07-15T00:00:00.000,100.155,18.155,1,0.975,0.583,2022-07-15
545.0,30,2022-07-22T00:00:00.000,84.011,2.011,1,0.821,0.94,2022-07-22
997.0,30,2022-07-22T00:00:00.000,84.299,2.299,1,0.688,0.909,2022-07-22
461.0,60,2022-07-22T00:00:00.000,85.89,3.89,1,0.599,0.931,2022-07-22
544.0,60,2022-07-22T00:00:00.000,86.636,4.636,1,0.852,0.908,2022-07-22
543.0,90,2022-07-22T00:00:00.000,89.772,7.772,1,0.864,0.892,2022-07-22
990.0,180,2022-07-22T00:00:00.000,98.379,16.379,1,0.826,0.805,2022-07-22
991.0,180,2022-07-22T00:00:00.000,96.836,14.836,1,0.9,0.807,2022-07-22
541.0,270,2022-07-22T00:00:00.000,100.155,18.155,1,0.993,0.896,2022-07-22
1315.0,360,2022-07-22T00:00:00.000,100.155,18.155,1,0.574,0.634,2022-07-22
1312.0,450,2022-07-22T00:00:00.000,96.947,14.947,1,0.977,0.58,2022-07-22
1313.0,450,2022-07-22T00:00:00.000,100.155,18.155,1,0.975,0.587,2022-07-22
545.0,30,2022-07-29T00:00:00.000,83.827,1.827,1,0.824,0.94,2022-07-29
997.0,30,2022-07-29T00:00:00.000,84.324,2.324,1,0.69,0.909,2022-07-29
461.0,60,2022-07-29T00:00:00.000,84.798,2.798,1,0.617,0.932,2022-07-29
544.0,60,2022-07-29T00:00:00.000,86.21,4.21,1,0.854,0.909,2022-07-29
543.0,90,2022-07-29T00:00:00.000,89.763,7.763,1,0.866,0.893,2022-07-29
990.0,180,2022-07-29T00:00:00.000,99.136,17.136,1,0.828,0.806,2022-07-29
991.0,180,2022-07-29T00:00:00.000,96.109,14.109,1,0.901,0.808,2022-07-29
541.0,270,2022-07-29T00:00:00.000,100.155,18.155,1,0.993,0.897,2022-07-29
1315.0,360,2022-07-29T00:00:00.000,100.113,18.113,1,0.579,0.638,2022-07-29
1312.0,450,2022-07-29T00:00:00.000,97.453,15.453,1,0.978,0.583,2022-07-29
1313.0,450,2022-07-29T00:00:00.000,100.155,18.155,1,0.976,0.59,2022-07-29
545.0,30,2022-08-05T00:00:00.000,83.789,1.789,1,0.826,0.94,2022-08-05
997.0,30,2022-08-05T00:00:00.000,83.708,1.708,1,0.692,0.909,2022-08-05
461.0,60,2022-08-05T00:00:00.000,84.866,2.866,1,0.635,0.935,2022-08-05
544.0,60,2022-08-05T00:00:00.000,84.772,2.772,1,0.856,0.909,2022-08-05
543.0,90,2022-08-05T00:00:00.000,90.362,8.362,1,0.868,0.892,2022-08-05
990.0,180,2022-08-05T00:00:00.000,98.939,16.939,1,0.829,0.808,2022-08-05
991.0,180,2022-08-05T00:00:00.000,96.19,14.19,1,0.902,0.81,2022-08-05
541.0,270,2022-08-05T00:00:00.000,100.155,18.155,1,0.994,0.898,2022-08-05
1315.0,360,2022-08-05T00:00:00.000,100.155,18.155,1,0.584,0.642,2022-08-05
1312.0,450,2022-08-05T00:00:00.000,97.089,15.089,1,0.978,0.586,2022-08-05
1313.0,450,2022-08-05T00:00:00.000,100.155,18.155,1,0.976,0.593,2022-08-05
545.0,30,2022-08-12T00:00:00.000,83.614,1.614,1,0.828,0.941,2022-08-12
997.0,30,2022-08-12T00:00:00.000,83.751,1.751,1,0.695,0.91,2022-08-12
461.0,60,2022-08-12T00:00:00.000,80.037,-1.963,-1,0.65,0.936,2022-08-12
544.0,60,2022-08-12T00:00:00.000,84.747,2.747,1,0.858,0.909,2022-08-12
543.0,90,2022-08-12T00:00:00.000,88.387,6.387,1,0.869,0.892,2022-08-12
990.0,180,2022-08-12T00:00:00.000,98.813,16.813,1,0.831,0.809,2022-08-12
991.0,180,2022-08-12T00:00:00.000,96.391,14.391,1,0.903,0.811,2022-08-12
541.0,270,2022-08-12T00:00:00.000,100.155,18.155,1,0.994,0.899,2022-08-12
1315.0,360,2022-08-12T00:00:00.000,100.155,18.155,1,0.589,0.646,2022-08-12
1312.0,450,2022-08-12T00:00:00.000,96.424,14.424,1,0.978,0.59,2022-08-12
1313.0,450,2022-08-12T00:00:00.000,100.155,18.155,1,0.976,0.596,2022-08-12
545.0,30,2022-08-19T00:00:00.000,83.192,1.192,1,0.83,0.941,2022-08-19
997.0,30,2022-08-19T00:00:00.000,82.417,0.417,1,0.697,0.91,2022-08-19
461.0,60,2022-08-19T00:00:00.000,81.131,-0.869,-1,0.665,0.938,2022-08-19
544.0,60,2022-08-19T00:00:00.000,84.876,2.876,1,0.86,0.909,2022-08-19
543.0,90,2022-08-19T00:00:00.000,88.432,6.432,1,0.871,0.892,2022-08-19
990.0,180,2022-08-19T00:00:00.000,98.856,16.856,1,0.832,0.81,2022-08-19
991.0,180,2022-08-19T00:00:00.000,96.105,14.105,1,0.904,0.812,2022-08-19
541.0,270,2022-08-19T00:00:00.000,100.155,18.155,1,0.994,0.901,2022-08-19
1315.0,360,2022-08-19T00:00:00.000,100.152,18.152,1,0.594,0.65,2022-08-19
1312.0,450,2022-08-19T00:00:00.000,98.063,16.063,1,0.978,0.593,2022-08-19
1313.0,450,2022-08-19T00:00:00.000,100.155,18.155,1,0.977,0.599,2022-08-19
545.0,30,2022-08-26T00:00:00.000,83.74,1.74,1,0.832,0.942,2022-08-26
997.0,30,2022-08-26T00:00:00.000,82.452,0.452,1,0.699,0.911,2022-08-26
461.0,60,2022-08-26T00:00:00.000,82.919,0.919,1,0.678,0.939,2022-08-26
544.0,60,2022-08-26T00:00:00.000,84.554,2.554,1,0.862,0.91,2022-08-26
543.0,90,2022-08-26T00:00:00.000,87.179,5.179,1,0.873,0.891,2022-08-26
990.0,180,2022-08-26T00:00:00.000,98.942,16.942,1,0.834,0.811,2022-08-26
991.0,180,2022-08-26T00:00:00.000,95.75,13.75,1,0.905,0.813,2022-08-26
541.0,270,2022-08-26T00:00:00.000,100.155,18.155,1,0.994,0.903,2022-08-26
1315.0,360,2022-08-26T00:00:00.000,100.155,18.155,1,0.599,0.654,2022-08-26
1312.0,450,2022-08-26T00:00:00.000,99.723,17.723,1,0.979,0.597,2022-08-26
1313.0,450,2022-08-26T00:00:00.000,100.155,18.155,1,0.977,0.603,2022-08-26
545.0,30,2022-09-02T00:00:00.000,83.172,1.172,1,0.834,0.942,2022-09-02
997.0,30,2022-09-02T00:00:00.000,82.552,0.552,1,0.702,0.911,2022-09-02
461.0,60,2022-09-02T00:00:00.000,82.177,0.177,1,0.69,0.941,2022-09-02
544.0,60,2022-09-02T00:00:00.000,87.15,5.15,1,0.863,0.91,2022-09-02
543.0,90,2022-09-02T00:00:00.000,89.585,7.585,1,0.875,0.891,2022-09-02
990.0,180,2022-09-02T00:00:00.000,99.326,17.326,1,0.835,0.812,2022-09-02
991.0,180,2022-09-02T00:00:00.000,96.767,14.767,1,0.906,0.814,2022-09-02
541.0,270,2022-09-02T00:00:00.000,100.155,18.155,1,0.994,0.903,2022-09-02
1315.0,360,2022-09-02T00:00:00.000,100.155,18.155,1,0.603,0.658,2022-09-02
1312.0,450,2022-09-02T00:00:00.000,99.729,17.729,1,0.979,0.6,2022-09-02
1313.0,450,2022-09-02T00:00:00.000,100.155,18.155,1,0.977,0.606,2022-09-02
545.0,30,2022-09-09T00:00:00.000,83.355,1.355,1,0.836,0.943,2022-09-09
997.0,30,2022-09-09T00:00:00.000,82.086,0.086,1,0.704,0.912,2022-09-09
461.0,60,2022-09-09T00:00:00.000,82.03,0.03,1,0.702,0.942,2022-09-09
544.0,60,2022-09-09T00:00:00.000,85.052,3.052,1,0.865,0.911,2022-09-09
543.0,90,2022-09-09T00:00:00.000,86.322,4.322,1,0.876,0.891,2022-09-09
990.0,180,2022-09-09T00:00:00.000,99.285,17.285,1,0.837,0.812,2022-09-09
991.0,180,2022-09-09T00:00:00.000,96.18,14.18,1,0.906,0.815,2022-09-09
541.0,270,2022-09-09T00:00:00.000,100.155,18.155,1,0.994,0.902,2022-09-09
1315.0,360,2022-09-09T00:00:00.000,100.155,18.155,1,0.608,0.661,2022-09-09
1312.0,450,2022-09-09T00:00:00.000,96.892,14.892,1,0.979,0.604,2022-09-09
1313.0,450,2022-09-09T00:00:00.000,100.155,18.155,1,0.977,0.61,2022-09-09
545.0,30,2022-09-16T00:00:00.000,73.903,-2.097,-1,0.831,0.943,2022-09-16
997.0,30,2022-09-16T00:00:00.000,76.548,0.548,1,0.702,0.912,2022-09-16
461.0,60,2022-09-16T00:00:00.000,78.212,2.212,1,0.692,0.941,2022-09-16
544.0,60,2022-09-16T00:00:00.000,78.841,2.841,1,0.86,0.911,2022-09-16
543.0,90,2022-09-16T00:00:00.000,78.397,2.397,1,0.871,0.891,2022-09-16
990.0,180,2022-09-16T00:00:00.000,91.287,15.287,1,0.838,0.813,2022-09-16
991.0,180,2022-09-16T00:00:00.000,90.334,14.334,1,0.907,0.816,2022-09-16
541.0,270,2022-09-16T00:00:00.000,92.827,16.827,1,0.994,0.902,2022-09-16
1315.0,360,2022-09-16T00:00:00.000,92.827,16.827,1,0.612,0.664,2022-09-16
1312.0,450,2022-09-16T00:00:00.000,90.428,14.428,1,0.98,0.608,2022-09-16
1313.0,450,2022-09-16T00:00:00.000,92.827,16.827,1,0.978,0.614,2022-09-16
545.0,30,2022-09-23T00:00:00.000,71.276,-3.724,-1,0.822,0.942,2022-09-23
997.0,30,2022-09-23T00:00:00.000,75.344,0.344,1,0.698,0.912,2022-09-23
461.0,60,2022-09-23T00:00:00.000,73.005,-1.995,-1,0.668,0.939,2022-09-23
544.0,60,2022-09-23T00:00:00.000,77.553,2.553,1,0.849,0.91,2022-09-23
543.0,90,2022-09-23T00:00:00.000,77.446,2.446,1,0.859,0.89,2022-09-23
990.0,180,2022-09-23T00:00:00.000,91.448,16.448,1,0.839,0.813,2022-09-23
991.0,180,2022-09-23T00:00:00.000,91.161,16.161,1,0.908,0.817,2022-09-23
541.0,270,2022-09-23T00:00:00.000,91.605,16.605,1,0.994,0.904,2022-09-23
1315.0,360,2022-09-23T00:00:00.000,91.605,16.605,1,0.616,0.666,2022-09-23
1312.0,450,2022-09-23T00:00:00.000,89.585,14.585,1,0.98,0.613,2022-09-23
1313.0,450,2022-09-23T00:00:00.000,91.605,16.605,1,0.978,0.619,2022-09-23
545.0,30,2022-09-30T00:00:00.000,74.243,0.243,1,0.812,0.941,2022-09-30
997.0,30,2022-09-30T00:00:00.000,74.624,0.624,1,0.693,0.912,2022-09-30
461.0,60,2022-09-30T00:00:00.000,72.353,-1.647,-1,0.646,0.936,2022-09-30
544.0,60,2022-09-30T00:00:00.000,76.233,2.233,1,0.839,0.91,2022-09-30
543.0,90,2022-09-30T00:00:00.000,77.419,3.419,1,0.848,0.888,2022-09-30
990.0,180,2022-09-30T00:00:00.000,90.384,16.384,1,0.835,0.813,2022-09-30
991.0,180,2022-09-30T00:00:00.000,89.716,15.716,1,0.903,0.817,2022-09-30
541.0,270,2022-09-30T00:00:00.000,90.384,16.384,1,0.995,0.906,2022-09-30
1315.0,360,2022-09-30T00:00:00.000,90.384,16.384,1,0.621,0.668,2022-09-30
1312.0,450,2022-09-30T00:00:00.000,90.203,16.203,1,0.98,0.618,2022-09-30
1313.0,450,2022-09-30T00:00:00.000,90.384,16.384,1,0.978,0.624,2022-09-30
545.0,30,2022-10-07T00:00:00.000,74.667,0.667,1,0.803,0.941,2022-10-07
997.0,30,2022-10-07T00:00:00.000,74.224,0.224,1,0.689,0.911,2022-10-07
461.0,60,2022-10-07T00:00:00.000,71.131,-2.869,-1,0.639,0.935,2022-10-07
544.0,60,2022-10-07T00:00:00.000,75.957,1.957,1,0.829,0.909,2022-10-07
543.0,90,2022-10-07T00:00:00.000,76.645,2.645,1,0.838,0.887,2022-10-07
990.0,180,2022-10-07T00:00:00.000,90.133,16.133,1,0.828,0.813,2022-10-07
991.0,180,2022-10-07T00:00:00.000,89.387,15.387,1,0.895,0.817,2022-10-07
541.0,270,2022-10-07T00:00:00.000,90.384,16.384,1,0.995,0.907,2022-10-07
1315.0,360,2022-10-07T00:00:00.000,90.384,16.384,1,0.625,0.67,2022-10-07
1312.0,450,2022-10-07T00:00:00.000,89.48,15.48,1,0.98,0.622,2022-10-07
1313.0,450,2022-10-07T00:00:00.000,90.384,16.384,1,0.979,0.628,2022-10-07
545.0,30,2022-10-14T00:00:00.000,74.516,0.516,1,0.802,0.94,2022-10-14
997.0,30,2022-10-14T00:00:00.000,73.277,-0.723,-1,0.684,0.911,2022-10-14
461.0,60,2022-10-14T00:00:00.000,71.482,-2.518,-1,0.65,0.934,2022-10-14
544.0,60,2022-10-14T00:00:00.000,74.544,0.544,1,0.819,0.908,2022-10-14
543.0,90,2022-10-14T00:00:00.000,77.82,3.82,1,0.827,0.886,2022-10-14
990.0,180,2022-10-14T00:00:00.000,89.915,15.915,1,0.821,0.813,2022-10-14
991.0,180,2022-10-14T00:00:00.000,88.267,14.267,1,0.888,0.818,2022-10-14
541.0,270,2022-10-14T00:00:00.000,90.384,16.384,1,0.995,0.907,2022-10-14
1315.0,360,2022-10-14T00:00:00.000,90.384,16.384,1,0.629,0.672,2022-10-14
1312.0,450,2022-10-14T00:00:00.000,85.039,11.039,1,0.981,0.627,2022-10-14
1313.0,450,2022-10-14T00:00:00.000,90.384,16.384,1,0.979,0.632,2022-10-14
545.0,30,2022-10-21T00:00:00.000,73.946,-0.054,-1,0.801,0.941,2022-10-21
997.0,30,2022-10-21T00:00:00.000,74.032,0.032,1,0.679,0.912,2022-10-21
461.0,60,2022-10-21T00:00:00.000,71.384,-2.616,-1,0.657,0.933,2022-10-21
544.0,60,2022-10-21T00:00:00.000,74.322,0.322,1,0.809,0.907,2022-10-21
543.0,90,2022-10-21T00:00:00.000,75.474,1.474,1,0.817,0.885,2022-10-21
990.0,180,2022-10-21T00:00:00.000,88.625,14.625,1,0.814,0.813,2022-10-21
991.0,180,2022-10-21T00:00:00.000,88.213,14.213,1,0.88,0.818,2022-10-21
541.0,270,2022-10-21T00:00:00.000,90.384,16.384,1,0.995,0.905,2022-10-21
1315.0,360,2022-10-21T00:00:00.000,90.384,16.384,1,0.633,0.674,2022-10-21
1312.0,450,2022-10-21T00:00:00.000,81.576,7.576,1,0.981,0.631,2022-10-21
1313.0,450,2022-10-21T00:00:00.000,90.384,16.384,1,0.979,0.636,2022-10-21
545.0,30,2022-10-28T00:00:00.000,73.599,-0.401,-1,0.798,0.941,2022-10-28
997.0,30,2022-10-28T00:00:00.000,72.278,-1.722,-1,0.677,0.912,2022-10-28
461.0,60,2022-10-28T00:00:00.000,72.469,-1.531,-1,0.65,0.932,2022-10-28
544.0,60,2022-10-28T00:00:00.000,73.468,-0.532,-1,0.8,0.906,2022-10-28
543.0,90,2022-10-28T00:00:00.000,77.318,3.318,1,0.807,0.883,2022-10-28
990.0,180,2022-10-28T00:00:00.000,88.533,14.533,1,0.807,0.813,2022-10-28
991.0,180,2022-10-28T00:00:00.000,87.662,13.662,1,0.873,0.818,2022-10-28
541.0,270,2022-10-28T00:00:00.000,90.384,16.384,1,0.995,0.904,2022-10-28
1315.0,360,2022-10-28T00:00:00.000,90.384,16.384,1,0.636,0.676,2022-10-28
1312.0,450,2022-10-28T00:00:00.000,79.704,5.704,1,0.981,0.634,2022-10-28
1313.0,450,2022-10-28T00:00:00.000,90.384,16.384,1,0.979,0.64,2022-10-28
545.0,30,2022-11-04T00:00:00.000,73.828,-0.172,-1,0.801,0.942,2022-11-04
997.0,30,2022-11-04T00:00:00.000,73.588,-0.412,-1,0.68,0.913,2022-11-04
461.0,60,2022-11-04T00:00:00.000,70.932,-3.068,-1,0.636,0.931,2022-11-04
544.0,60,2022-11-04T00:00:00.000,75.141,1.141,1,0.791,0.905,2022-11-04
543.0,90,2022-11-04T00:00:00.000,76.487,2.487,1,0.797,0.882,2022-11-04
990.0,180,2022-11-04T00:00:00.000,89.345,15.345,1,0.801,0.813,2022-11-04
991.0,180,2022-11-04T00:00:00.000,86.849,12.849,1,0.866,0.818,2022-11-04
541.0,270,2022-11-04T00:00:00.000,90.384,16.384,1,0.995,0.903,2022-11-04
1315.0,360,2022-11-04T00:00:00.000,90.384,16.384,1,0.64,0.677,2022-11-04
1312.0,450,2022-11-04T00:00:00.000,79.83,5.83,1,0.981,0.637,2022-11-04
1313.0,450,2022-11-04T00:00:00.000,90.384,16.384,1,0.98,0.643,2022-11-04
545.0,30,2022-11-11T00:00:00.000,73.869,-0.131,-1,0.803,0.942,2022-11-11
997.0,30,2022-11-11T00:00:00.000,73.673,-0.327,-1,0.682,0.913,2022-11-11
461.0,60,2022-11-11T00:00:00.000,71.356,-2.644,-1,0.622,0.929,2022-11-11
544.0,60,2022-11-11T00:00:00.000,71.098,-2.902,-1,0.782,0.905,2022-11-11
543.0,90,2022-11-11T00:00:00.000,78.943,4.943,1,0.788,0.881,2022-11-11
990.0,180,2022-11-11T00:00:00.000,89.463,15.463,1,0.794,0.813,2022-11-11
991.0,180,2022-11-11T00:00:00.000,87.098,13.098,1,0.859,0.818,2022-11-11
541.0,270,2022-11-11T00:00:00.000,90.384,16.384,1,0.995,0.901,2022-11-11
1315.0,360,2022-11-11T00:00:00.000,90.384,16.384,1,0.644,0.679,2022-11-11
1312.0,450,2022-11-11T00:00:00.000,80.695,6.695,1,0.982,0.64,2022-11-11
1313.0,450,2022-11-11T00:00:00.000,90.384,16.384,1,0.98,0.646,2022-11-11
545.0,30,2022-11-18T00:00:00.000,74.648,0.648,1,0.805,0.943,2022-11-18
997.0,30,2022-11-18T00:00:00.000,73.589,-0.411,-1,0.684,0.914,2022-11-18
461.0,60,2022-11-18T00:00:00.000,72.284,-1.716,-1,0.613,0.93,2022-11-18
544.0,60,2022-11-18T00:00:00.000,73.914,-0.086,-1,0.773,0.905,2022-11-18
543.0,90,2022-11-18T00:00:00.000,76.758,2.758,1,0.779,0.88,2022-11-18
990.0,180,2022-11-18T00:00:00.000,89.213,15.213,1,0.788,0.813,2022-11-18
991.0,180,2022-11-18T00:00:00.000,87.256,13.256,1,0.852,0.817,2022-11-18
541.0,270,2022-11-18T00:00:00.000,90.354,16.354,1,0.995,0.9,2022-11-18
1315.0,360,2022-11-18T00:00:00.000,90.384,16.384,1,0.647,0.681,2022-11-18
1312.0,450,2022-11-18T00:00:00.000,84.686,10.686,1,0.982,0.643,2022-11-18
1313.0,450,2022-11-18T00:00:00.000,90.384,16.384,1,0.98,0.648,2022-11-18
545.0,30,2022-11-25T00:00:00.000,73.301,-0.699,-1,0.807,0.943,2022-11-25
997.0,30,2022-11-25T00:00:00.000,72.396,-1.604,-1,0.686,0.914,2022-11-25
461.0,60,2022-11-25T00:00:00.000,72.294,-1.706,-1,0.616,0.931,2022-11-25
544.0,60,2022-11-25T00:00:00.000,73.14,-0.86,-1,0.766,0.905,2022-11-25
543.0,90,2022-11-25T00:00:00.000,75.714,1.714,1,0.769,0.88,2022-11-25
990.0,180,2022-11-25T00:00:00.000,78.413,4.413,1,0.782,0.812,2022-11-25
991.0,180,2022-11-25T00:00:00.000,86.06,12.06,1,0.845,0.817,2022-11-25
541.0,270,2022-11-25T00:00:00.000,89.406,15.406,1,0.995,0.898,2022-11-25
1315.0,360,2022-11-25T00:00:00.000,90.384,16.384,1,0.651,0.683,2022-11-25
1312.0,450,2022-11-25T00:00:00.000,86.481,12.481,1,0.982,0.646,2022-11-25
1313.0,450,2022-11-25T00:00:00.000,90.384,16.384,1,0.98,0.651,2022-11-25
545.0,30,2022-12-02T00:00:00.000,72.42,-1.58,-1,0.809,0.944,2022-12-02
