id,n_predict,run_date,prediction,metric,signal,accuracy,avg_abs_accuracy,fetch_date
997.0,30,2022-12-02T00:00:00.000,74.525,0.525,1,0.688,0.915,2022-12-02
461.0,60,2022-12-02T00:00:00.000,71.661,-2.339,-1,0.625,0.932,2022-12-02
544.0,60,2022-12-02T00:00:00.000,73.381,-0.619,-1,0.769,0.906,2022-12-02
543.0,90,2022-12-02T00:00:00.000,76.243,2.243,1,0.761,0.879,2022-12-02
990.0,180,2022-12-02T00:00:00.000,81.063,7.063,1,0.775,0.811,2022-12-02
991.0,180,2022-12-02T00:00:00.000,84.443,10.443,1,0.839,0.816,2022-12-02
541.0,270,2022-12-02T00:00:00.000,88.563,14.563,1,0.986,0.896,2022-12-02
1315.0,360,2022-12-02T00:00:00.000,90.384,16.384,1,0.654,0.686,2022-12-02
1312.0,450,2022-12-02T00:00:00.000,85.766,11.766,1,0.982,0.648,2022-12-02
1313.0,450,2022-12-02T00:00:00.000,90.384,16.384,1,0.981,0.654,2022-12-02
545.0,30,2022-12-09T00:00:00.000,68.06,0.06,1,0.808,0.944,2022-12-09
997.0,30,2022-12-09T00:00:00.000,68.518,0.518,1,0.69,0.915,2022-12-09
461.0,60,2022-12-09T00:00:00.000,66.805,-1.195,-1,0.635,0.933,2022-12-09
544.0,60,2022-12-09T00:00:00.000,67.998,-0.002,-1,0.768,0.907,2022-12-09
543.0,90,2022-12-09T00:00:00.000,67.822,-0.178,-1,0.752,0.878,2022-12-09
990.0,180,2022-12-09T00:00:00.000,80.441,12.441,1,0.769,0.81,2022-12-09
991.0,180,2022-12-09T00:00:00.000,77.44,9.44,1,0.832,0.814,2022-12-09
541.0,270,2022-12-09T00:00:00.000,80.801,12.801,1,0.97,0.894,2022-12-09
1315.0,360,2022-12-09T00:00:00.000,83.055,15.055,1,0.658,0.689,2022-12-09
1312.0,450,2022-12-09T00:00:00.000,78.427,10.427,1,0.979,0.65,2022-12-09
1313.0,450,2022-12-09T00:00:00.000,83.055,15.055,1,0.978,0.655,2022-12-09
545.0,30,2022-12-16T00:00:00.000,67.844,-0.156,-1,0.8,0.943,2022-12-16
997.0,30,2022-12-16T00:00:00.000,68.187,0.187,1,0.691,0.915,2022-12-16
461.0,60,2022-12-16T00:00:00.000,65.751,-2.249,-1,0.644,0.933,2022-12-16
544.0,60,2022-12-16T00:00:00.000,67.695,-0.305,-1,0.76,0.906,2022-12-16
543.0,90,2022-12-16T00:00:00.000,66.576,-1.424,-1,0.744,0.877,2022-12-16
990.0,180,2022-12-16T00:00:00.000,80.928,12.928,1,0.763,0.807,2022-12-16
991.0,180,2022-12-16T00:00:00.000,77.139,9.139,1,0.826,0.813,2022-12-16
541.0,270,2022-12-16T00:00:00.000,80.097,12.097,1,0.955,0.89,2022-12-16
1315.0,360,2022-12-16T00:00:00.000,83.055,15.055,1,0.661,0.691,2022-12-16
1312.0,450,2022-12-16T00:00:00.000,79.032,11.032,1,0.968,0.651,2022-12-16
1313.0,450,2022-12-16T00:00:00.000,83.055,15.055,1,0.967,0.657,2022-12-16
545.0,30,2022-12-23T00:00:00.000,68.017,0.017,1,0.794,0.943,2022-12-23
997.0,30,2022-12-23T00:00:00.000,68.577,0.577,1,0.69,0.915,2022-12-23
461.0,60,2022-12-23T00:00:00.000,63.406,-4.594,-1,0.652,0.933,2022-12-23
544.0,60,2022-12-23T00:00:00.000,67.938,-0.062,-1,0.753,0.906,2022-12-23
543.0,90,2022-12-23T00:00:00.000,66.401,-1.599,-1,0.735,0.877,2022-12-23
990.0,180,2022-12-23T00:00:00.000,79.735,11.735,1,0.757,0.805,2022-12-23
991.0,180,2022-12-23T00:00:00.000,76.349,8.349,1,0.819,0.81,2022-12-23
541.0,270,2022-12-23T00:00:00.000,79.413,11.413,1,0.94,0.886,2022-12-23
1315.0,360,2022-12-23T00:00:00.000,83.055,15.055,1,0.664,0.693,2022-12-23
1312.0,450,2022-12-23T00:00:00.000,71.363,3.363,1,0.958,0.652,2022-12-23
1313.0,450,2022-12-23T00:00:00.000,83.055,15.055,1,0.956,0.658,2022-12-23
545.0,30,2022-12-30T00:00:00.000,67.986,-0.014,-1,0.795,0.944,2022-12-30
997.0,30,2022-12-30T00:00:00.000,68.62,0.62,1,0.69,0.915,2022-12-30
461.0,60,2022-12-30T00:00:00.000,63.172,-4.828,-1,0.66,0.934,2022-12-30
544.0,60,2022-12-30T00:00:00.000,68.24,0.24,1,0.746,0.906,2022-12-30
543.0,90,2022-12-30T00:00:00.000,66.644,-1.356,-1,0.727,0.876,2022-12-30
990.0,180,2022-12-30T00:00:00.000,74.497,6.497,1,0.752,0.803,2022-12-30
991.0,180,2022-12-30T00:00:00.000,75.316,7.316,1,0.813,0.809,2022-12-30
541.0,270,2022-12-30T00:00:00.000,78.626,10.626,1,0.926,0.883,2022-12-30
1315.0,360,2022-12-30T00:00:00.000,83.055,15.055,1,0.668,0.695,2022-12-30
1312.0,450,2022-12-30T00:00:00.000,81.608,13.608,1,0.947,0.653,2022-12-30
1313.0,450,2022-12-30T00:00:00.000,79.754,11.754,1,0.946,0.659,2022-12-30
545.0,30,2023-01-06T00:00:00.000,67.573,-0.427,-1,0.787,0.943,2023-01-06
997.0,30,2023-01-06T00:00:00.000,68.433,0.433,1,0.685,0.915,2023-01-06
461.0,60,2023-01-06T00:00:00.000,64.232,-3.768,-1,0.668,0.934,2023-01-06
544.0,60,2023-01-06T00:00:00.000,67.517,-0.483,-1,0.738,0.906,2023-01-06
543.0,90,2023-01-06T00:00:00.000,67.07,-0.93,-1,0.719,0.877,2023-01-06
990.0,180,2023-01-06T00:00:00.000,72.285,4.285,1,0.746,0.801,2023-01-06
991.0,180,2023-01-06T00:00:00.000,75.761,7.761,1,0.807,0.807,2023-01-06
541.0,270,2023-01-06T00:00:00.000,78.18,10.18,1,0.912,0.879,2023-01-06
1315.0,360,2023-01-06T00:00:00.000,83.055,15.055,1,0.671,0.697,2023-01-06
1312.0,450,2023-01-06T00:00:00.000,83.055,15.055,1,0.937,0.655,2023-01-06
1313.0,450,2023-01-06T00:00:00.000,79.353,11.353,1,0.935,0.661,2023-01-06
545.0,30,2023-01-13T00:00:00.000,67.842,-0.158,-1,0.789,0.944,2023-01-13
997.0,30,2023-01-13T00:00:00.000,68.866,0.866,1,0.687,0.915,2023-01-13
461.0,60,2023-01-13T00:00:00.000,62.761,-5.239,-1,0.675,0.935,2023-01-13
544.0,60,2023-01-13T00:00:00.000,66.84,-1.16,-1,0.732,0.906,2023-01-13
543.0,90,2023-01-13T00:00:00.000,66.574,-1.426,-1,0.712,0.876,2023-01-13
990.0,180,2023-01-13T00:00:00.000,64.348,-3.652,-1,0.74,0.799,2023-01-13
991.0,180,2023-01-13T00:00:00.000,74.533,6.533,1,0.801,0.805,2023-01-13
541.0,270,2023-01-13T00:00:00.000,77.718,9.718,1,0.898,0.876,2023-01-13
1315.0,360,2023-01-13T00:00:00.000,82.845,14.845,1,0.672,0.698,2023-01-13
1312.0,450,2023-01-13T00:00:00.000,83.055,15.055,1,0.927,0.656,2023-01-13
1313.0,450,2023-01-13T00:00:00.000,82.985,14.985,1,0.926,0.663,2023-01-13
545.0,30,2023-01-20T00:00:00.000,67.559,-0.441,-1,0.791,0.944,2023-01-20
997.0,30,2023-01-20T00:00:00.000,67.774,-0.226,-1,0.689,0.916,2023-01-20
461.0,60,2023-01-20T00:00:00.000,62.654,-5.346,-1,0.682,0.935,2023-01-20
544.0,60,2023-01-20T00:00:00.000,69.113,1.113,1,0.726,0.906,2023-01-20
543.0,90,2023-01-20T00:00:00.000,66.681,-1.319,-1,0.704,0.876,2023-01-20
990.0,180,2023-01-20T00:00:00.000,65.562,-2.438,-1,0.735,0.797,2023-01-20
991.0,180,2023-01-20T00:00:00.000,76.401,8.401,1,0.795,0.803,2023-01-20
541.0,270,2023-01-20T00:00:00.000,77.103,9.103,1,0.885,0.872,2023-01-20
1315.0,360,2023-01-20T00:00:00.000,83.055,15.055,1,0.666,0.698,2023-01-20
1312.0,450,2023-01-20T00:00:00.000,77.524,9.524,1,0.917,0.657,2023-01-20
1313.0,450,2023-01-20T00:00:00.000,80.983,12.983,1,0.916,0.665,2023-01-20
545.0,30,2023-01-27T00:00:00.000,67.053,-0.947,-1,0.793,0.945,2023-01-27
997.0,30,2023-01-27T00:00:00.000,67.877,-0.123,-1,0.691,0.916,2023-01-27
461.0,60,2023-01-27T00:00:00.000,66.637,-1.363,-1,0.689,0.935,2023-01-27
544.0,60,2023-01-27T00:00:00.000,67.269,-0.731,-1,0.718,0.905,2023-01-27
543.0,90,2023-01-27T00:00:00.000,67.374,-0.626,-1,0.697,0.876,2023-01-27
990.0,180,2023-01-27T00:00:00.000,65.62,-2.38,-1,0.729,0.795,2023-01-27
991.0,180,2023-01-27T00:00:00.000,75.9,7.9,1,0.789,0.801,2023-01-27
541.0,270,2023-01-27T00:00:00.000,76.993,8.993,1,0.872,0.868,2023-01-27
1315.0,360,2023-01-27T00:00:00.000,83.055,15.055,1,0.66,0.698,2023-01-27
1312.0,450,2023-01-27T00:00:00.000,72.266,4.266,1,0.908,0.658,2023-01-27
1313.0,450,2023-01-27T00:00:00.000,81.187,13.187,1,0.906,0.667,2023-01-27
545.0,30,2023-02-03T00:00:00.000,63.311,-1.689,-1,0.795,0.945,2023-02-03
997.0,30,2023-02-03T00:00:00.000,64.077,-0.923,-1,0.692,0.917,2023-02-03
461.0,60,2023-02-03T00:00:00.000,64.015,-0.985,-1,0.695,0.935,2023-02-03
544.0,60,2023-02-03T00:00:00.000,63.694,-1.306,-1,0.711,0.905,2023-02-03
543.0,90,2023-02-03T00:00:00.000,62.424,-2.576,-1,0.689,0.876,2023-02-03
990.0,180,2023-02-03T00:00:00.000,61.749,-3.251,-1,0.724,0.793,2023-02-03
991.0,180,2023-02-03T00:00:00.000,71.868,6.868,1,0.783,0.799,2023-02-03
541.0,270,2023-02-03T00:00:00.000,73.231,8.231,1,0.86,0.863,2023-02-03
1315.0,360,2023-02-03T00:00:00.000,79.391,14.391,1,0.654,0.698,2023-02-03
1312.0,450,2023-02-03T00:00:00.000,76.89,11.89,1,0.898,0.659,2023-02-03
1313.0,450,2023-02-03T00:00:00.000,77.913,12.913,1,0.897,0.669,2023-02-03
545.0,30,2023-02-10T00:00:00.000,61.42,-1.08,-1,0.797,0.945,2023-02-10
997.0,30,2023-02-10T00:00:00.000,60.761,-1.739,-1,0.687,0.917,2023-02-10
461.0,60,2023-02-10T00:00:00.000,57.359,-5.141,-1,0.701,0.935,2023-02-10
544.0,60,2023-02-10T00:00:00.000,61.204,-1.296,-1,0.708,0.905,2023-02-10
543.0,90,2023-02-10T00:00:00.000,60.33,-2.17,-1,0.682,0.875,2023-02-10
990.0,180,2023-02-10T00:00:00.000,57.743,-4.757,-1,0.719,0.79,2023-02-10
991.0,180,2023-02-10T00:00:00.000,68.975,6.475,1,0.777,0.796,2023-02-10
541.0,270,2023-02-10T00:00:00.000,70.997,8.497,1,0.848,0.858,2023-02-10
1315.0,360,2023-02-10T00:00:00.000,75.902,13.402,1,0.648,0.698,2023-02-10
1312.0,450,2023-02-10T00:00:00.000,65.696,3.196,1,0.889,0.659,2023-02-10
1313.0,450,2023-02-10T00:00:00.000,63.899,1.399,1,0.888,0.669,2023-02-10
545.0,30,2023-02-17T00:00:00.000,57.85,-0.15,-1,0.798,0.944,2023-02-17
997.0,30,2023-02-17T00:00:00.000,56.326,-1.674,-1,0.687,0.916,2023-02-17
461.0,60,2023-02-17T00:00:00.000,55.952,-2.048,-1,0.707,0.934,2023-02-17
544.0,60,2023-02-17T00:00:00.000,54.132,-3.868,-1,0.711,0.905,2023-02-17
543.0,90,2023-02-17T00:00:00.000,56.531,-1.469,-1,0.675,0.874,2023-02-17
990.0,180,2023-02-17T00:00:00.000,50.888,-7.112,-1,0.713,0.787,2023-02-17
991.0,180,2023-02-17T00:00:00.000,64.598,6.598,1,0.772,0.792,2023-02-17
541.0,270,2023-02-17T00:00:00.000,65.123,7.123,1,0.836,0.851,2023-02-17
1315.0,360,2023-02-17T00:00:00.000,70.195,12.195,1,0.642,0.696,2023-02-17
1312.0,450,2023-02-17T00:00:00.000,65.144,7.144,1,0.88,0.658,2023-02-17
1313.0,450,2023-02-17T00:00:00.000,63.886,5.886,1,0.879,0.669,2023-02-17
545.0,30,2023-02-24T00:00:00.000,57.287,-0.713,-1,0.8,0.944,2023-02-24
997.0,30,2023-02-24T00:00:00.000,55.93,-2.07,-1,0.689,0.916,2023-02-24
461.0,60,2023-02-24T00:00:00.000,60.892,2.892,1,0.713,0.934,2023-02-24
544.0,60,2023-02-24T00:00:00.000,54.062,-3.938,-1,0.714,0.904,2023-02-24
543.0,90,2023-02-24T00:00:00.000,57.617,-0.383,-1,0.669,0.872,2023-02-24
990.0,180,2023-02-24T00:00:00.000,56.698,-1.302,-1,0.708,0.783,2023-02-24
991.0,180,2023-02-24T00:00:00.000,63.015,5.015,1,0.766,0.789,2023-02-24
541.0,270,2023-02-24T00:00:00.000,64.556,6.556,1,0.825,0.843,2023-02-24
1315.0,360,2023-02-24T00:00:00.000,70.459,12.459,1,0.637,0.694,2023-02-24
1312.0,450,2023-02-24T00:00:00.000,64.216,6.216,1,0.871,0.658,2023-02-24
1313.0,450,2023-02-24T00:00:00.000,63.714,5.714,1,0.87,0.669,2023-02-24
545.0,30,2023-03-03T00:00:00.000,57.491,-0.509,-1,0.802,0.943,2023-03-03
997.0,30,2023-03-03T00:00:00.000,55.884,-2.116,-1,0.691,0.915,2023-03-03
461.0,60,2023-03-03T00:00:00.000,59.434,1.434,1,0.719,0.933,2023-03-03
544.0,60,2023-03-03T00:00:00.000,55.078,-2.922,-1,0.717,0.904,2023-03-03
543.0,90,2023-03-03T00:00:00.000,57.494,-0.506,-1,0.662,0.87,2023-03-03
990.0,180,2023-03-03T00:00:00.000,52.502,-5.498,-1,0.703,0.78,2023-03-03
991.0,180,2023-03-03T00:00:00.000,61.75,3.75,1,0.76,0.785,2023-03-03
541.0,270,2023-03-03T00:00:00.000,63.647,5.647,1,0.814,0.836,2023-03-03
1315.0,360,2023-03-03T00:00:00.000,69.25,11.25,1,0.631,0.692,2023-03-03
1312.0,450,2023-03-03T00:00:00.000,64.55,6.55,1,0.863,0.66,2023-03-03
1313.0,450,2023-03-03T00:00:00.000,63.319,5.319,1,0.861,0.67,2023-03-03
545.0,30,2023-03-10T00:00:00.000,57.426,-0.574,-1,0.796,0.942,2023-03-10
997.0,30,2023-03-10T00:00:00.000,56.902,-1.098,-1,0.693,0.915,2023-03-10
461.0,60,2023-03-10T00:00:00.000,62.109,4.109,1,0.724,0.933,2023-03-10
544.0,60,2023-03-10T00:00:00.000,57.496,-0.504,-1,0.72,0.904,2023-03-10
543.0,90,2023-03-10T00:00:00.000,58.33,0.33,1,0.661,0.869,2023-03-10
990.0,180,2023-03-10T00:00:00.000,49.868,-8.132,-1,0.698,0.776,2023-03-10
991.0,180,2023-03-10T00:00:00.000,62.918,4.918,1,0.755,0.782,2023-03-10
541.0,270,2023-03-10T00:00:00.000,62.827,4.827,1,0.803,0.828,2023-03-10
1315.0,360,2023-03-10T00:00:00.000,69.38,11.38,1,0.626,0.69,2023-03-10
1312.0,450,2023-03-10T00:00:00.000,68.616,10.616,1,0.854,0.661,2023-03-10
1313.0,450,2023-03-10T00:00:00.000,70.787,12.787,1,0.853,0.671,2023-03-10
545.0,30,2023-03-17T00:00:00.000,54.728,-0.772,-1,0.796,0.942,2023-03-17
997.0,30,2023-03-17T00:00:00.000,54.652,-0.848,-1,0.695,0.915,2023-03-17
461.0,60,2023-03-17T00:00:00.000,59.306,3.806,1,0.729,0.932,2023-03-17
544.0,60,2023-03-17T00:00:00.000,52.923,-2.577,-1,0.722,0.903,2023-03-17
543.0,90,2023-03-17T00:00:00.000,52.998,-2.502,-1,0.662,0.869,2023-03-17
990.0,180,2023-03-17T00:00:00.000,48.346,-7.154,-1,0.693,0.773,2023-03-17
991.0,180,2023-03-17T00:00:00.000,60.38,4.88,1,0.75,0.778,2023-03-17
541.0,270,2023-03-17T00:00:00.000,59.623,4.123,1,0.793,0.82,2023-03-17
1315.0,360,2023-03-17T00:00:00.000,67.232,11.732,1,0.62,0.687,2023-03-17
1312.0,450,2023-03-17T00:00:00.000,66.289,10.789,1,0.846,0.663,2023-03-17
1313.0,450,2023-03-17T00:00:00.000,66.826,11.326,1,0.845,0.671,2023-03-17
545.0,30,2023-03-24T00:00:00.000,54.615,-0.885,-1,0.798,0.942,2023-03-24
997.0,30,2023-03-24T00:00:00.000,54.194,-1.306,-1,0.697,0.916,2023-03-24
461.0,60,2023-03-24T00:00:00.000,54.268,-1.232,-1,0.726,0.93,2023-03-24
544.0,60,2023-03-24T00:00:00.000,52.881,-2.619,-1,0.717,0.902,2023-03-24
543.0,90,2023-03-24T00:00:00.000,54.692,-0.808,-1,0.663,0.868,2023-03-24
990.0,180,2023-03-24T00:00:00.000,47.902,-7.598,-1,0.688,0.77,2023-03-24
991.0,180,2023-03-24T00:00:00.000,60.95,5.45,1,0.744,0.775,2023-03-24
541.0,270,2023-03-24T00:00:00.000,59.037,3.537,1,0.782,0.812,2023-03-24
1315.0,360,2023-03-24T00:00:00.000,66.965,11.465,1,0.615,0.684,2023-03-24
1312.0,450,2023-03-24T00:00:00.000,67.04,11.54,1,0.842,0.665,2023-03-24
1313.0,450,2023-03-24T00:00:00.000,67.506,12.006,1,0.837,0.671,2023-03-24
545.0,30,2023-03-31T00:00:00.000,50.091,-1.409,-1,0.8,0.942,2023-03-31
997.0,30,2023-03-31T00:00:00.000,49.989,-1.511,-1,0.699,0.916,2023-03-31
461.0,60,2023-03-31T00:00:00.000,49.89,-1.61,-1,0.728,0.927,2023-03-31
544.0,60,2023-03-31T00:00:00.000,52.392,0.892,1,0.71,0.9,2023-03-31
543.0,90,2023-03-31T00:00:00.000,49.466,-2.034,-1,0.665,0.867,2023-03-31
990.0,180,2023-03-31T00:00:00.000,45.931,-5.569,-1,0.684,0.767,2023-03-31
991.0,180,2023-03-31T00:00:00.000,52.797,1.297,1,0.739,0.772,2023-03-31
541.0,270,2023-03-31T00:00:00.000,54.308,2.808,1,0.772,0.803,2023-03-31
1315.0,360,2023-03-31T00:00:00.000,61.283,9.783,1,0.61,0.68,2023-03-31
1312.0,450,2023-03-31T00:00:00.000,61.15,9.65,1,0.841,0.667,2023-03-31
1313.0,450,2023-03-31T00:00:00.000,62.465,10.965,1,0.829,0.67,2023-03-31
545.0,30,2023-04-07T00:00:00.000,48.504,-2.996,-1,0.802,0.941,2023-04-07
997.0,30,2023-04-07T00:00:00.000,49.724,-1.776,-1,0.701,0.916,2023-04-07
461.0,60,2023-04-07T00:00:00.000,50.369,-1.131,-1,0.728,0.924,2023-04-07
544.0,60,2023-04-07T00:00:00.000,52.963,1.463,1,0.713,0.898,2023-04-07
543.0,90,2023-04-07T00:00:00.000,51.794,0.294,1,0.668,0.865,2023-04-07
990.0,180,2023-04-07T00:00:00.000,45.516,-5.984,-1,0.679,0.763,2023-04-07
991.0,180,2023-04-07T00:00:00.000,54.226,2.726,1,0.734,0.768,2023-04-07
541.0,270,2023-04-07T00:00:00.000,53.785,2.285,1,0.763,0.794,2023-04-07
1315.0,360,2023-04-07T00:00:00.000,61.42,9.92,1,0.605,0.677,2023-04-07
1312.0,450,2023-04-07T00:00:00.000,58.306,6.806,1,0.833,0.667,2023-04-07
1313.0,450,2023-04-07T00:00:00.000,62.246,10.746,1,0.821,0.669,2023-04-07
545.0,30,2023-04-14T00:00:00.000,50.211,-1.289,-1,0.803,0.941,2023-04-14
997.0,30,2023-04-14T00:00:00.000,49.584,-1.916,-1,0.702,0.916,2023-04-14
461.0,60,2023-04-14T00:00:00.000,50.295,-1.205,-1,0.733,0.923,2023-04-14
544.0,60,2023-04-14T00:00:00.000,54.266,2.766,1,0.715,0.898,2023-04-14
543.0,90,2023-04-14T00:00:00.000,50.905,-0.595,-1,0.672,0.863,2023-04-14
990.0,180,2023-04-14T00:00:00.000,45.658,-5.842,-1,0.674,0.761,2023-04-14
991.0,180,2023-04-14T00:00:00.000,50.978,-0.522,-1,0.729,0.765,2023-04-14
541.0,270,2023-04-14T00:00:00.000,53.106,1.606,1,0.753,0.785,2023-04-14
1315.0,360,2023-04-14T00:00:00.000,60.759,9.259,1,0.6,0.673,2023-04-14
1312.0,450,2023-04-14T00:00:00.000,56.812,5.312,1,0.825,0.665,2023-04-14
1313.0,450,2023-04-14T00:00:00.000,62.264,10.764,1,0.813,0.666,2023-04-14
545.0,30,2023-04-21T00:00:00.000,54.67,-0.33,-1,0.805,0.941,2023-04-21
997.0,30,2023-04-21T00:00:00.000,52.843,-2.157,-1,0.703,0.916,2023-04-21
461.0,60,2023-04-21T00:00:00.000,54.154,-0.846,-1,0.737,0.923,2023-04-21
544.0,60,2023-04-21T00:00:00.000,57.863,2.863,1,0.717,0.898,2023-04-21
543.0,90,2023-04-21T00:00:00.000,55.232,0.232,1,0.675,0.862,2023-04-21
990.0,180,2023-04-21T00:00:00.000,49.618,-5.382,-1,0.67,0.759,2023-04-21
991.0,180,2023-04-21T00:00:00.000,58.004,3.004,1,0.724,0.762,2023-04-21
541.0,270,2023-04-21T00:00:00.000,56.059,1.059,1,0.744,0.776,2023-04-21
1315.0,360,2023-04-21T00:00:00.000,62.827,7.827,1,0.595,0.669,2023-04-21
1312.0,450,2023-04-21T00:00:00.000,61.083,6.083,1,0.817,0.664,2023-04-21
1313.0,450,2023-04-21T00:00:00.000,66.147,11.147,1,0.806,0.663,2023-04-21
545.0,30,2023-04-28T00:00:00.000,56.99,-0.01,-1,0.8,0.941,2023-04-28
997.0,30,2023-04-28T00:00:00.000,54.877,-2.123,-1,0.701,0.916,2023-04-28
461.0,60,2023-04-28T00:00:00.000,55.024,-1.976,-1,0.73,0.923,2023-04-28
544.0,60,2023-04-28T00:00:00.000,58.95,1.95,1,0.718,0.899,2023-04-28
543.0,90,2023-04-28T00:00:00.000,57.817,0.817,1,0.678,0.862,2023-04-28
990.0,180,2023-04-28T00:00:00.000,52.012,-4.988,-1,0.665,0.756,2023-04-28
991.0,180,2023-04-28T00:00:00.000,58.616,1.616,1,0.719,0.761,2023-04-28
541.0,270,2023-04-28T00:00:00.000,57.129,0.129,1,0.735,0.77,2023-04-28
1315.0,360,2023-04-28T00:00:00.000,65.134,8.134,1,0.59,0.666,2023-04-28
1312.0,450,2023-04-28T00:00:00.000,63.273,6.273,1,0.811,0.664,2023-04-28
1313.0,450,2023-04-28T00:00:00.000,68.932,11.932,1,0.798,0.662,2023-04-28
545.0,30,2023-05-05T00:00:00.000,59.022,2.022,1,0.794,0.94,2023-05-05
997.0,30,2023-05-05T00:00:00.000,55.985,-1.015,-1,0.697,0.916,2023-05-05
461.0,60,2023-05-05T00:00:00.000,55.78,-1.22,-1,0.718,0.924,2023-05-05
544.0,60,2023-05-05T00:00:00.000,59.922,2.922,1,0.712,0.899,2023-05-05
543.0,90,2023-05-05T00:00:00.000,59.103,2.103,1,0.681,0.862,2023-05-05
990.0,180,2023-05-05T00:00:00.000,52.196,-4.804,-1,0.661,0.754,2023-05-05
991.0,180,2023-05-05T00:00:00.000,58.324,1.324,1,0.714,0.759,2023-05-05
541.0,270,2023-05-05T00:00:00.000,57.013,0.013,1,0.726,0.763,2023-05-05
1315.0,360,2023-05-05T00:00:00.000,66.185,9.185,1,0.585,0.663,2023-05-05
1312.0,450,2023-05-05T00:00:00.000,58.067,1.067,1,0.804,0.663,2023-05-05
1313.0,450,2023-05-05T00:00:00.000,68.693,11.693,1,0.791,0.66,2023-05-05
545.0,30,2023-05-12T00:00:00.000,57.131,0.131,1,0.787,0.939,2023-05-12
997.0,30,2023-05-12T00:00:00.000,55.661,-1.339,-1,0.693,0.916,2023-05-12
461.0,60,2023-05-12T00:00:00.000,55.027,-1.973,-1,0.706,0.923,2023-05-12
544.0,60,2023-05-12T00:00:00.000,57.293,0.293,1,0.706,0.899,2023-05-12
543.0,90,2023-05-12T00:00:00.000,57.612,0.612,1,0.684,0.862,2023-05-12
990.0,180,2023-05-12T00:00:00.000,53.331,-3.669,-1,0.656,0.752,2023-05-12
991.0,180,2023-05-12T00:00:00.000,55.98,-1.02,-1,0.71,0.757,2023-05-12
541.0,270,2023-05-12T00:00:00.000,56.556,-0.444,-1,0.716,0.756,2023-05-12
1315.0,360,2023-05-12T00:00:00.000,67.083,10.083,1,0.58,0.66,2023-05-12
1312.0,450,2023-05-12T00:00:00.000,54.502,-2.498,-1,0.797,0.661,2023-05-12
1313.0,450,2023-05-12T00:00:00.000,68.663,11.663,1,0.784,0.658,2023-05-12
545.0,30,2023-05-19T00:00:00.000,57.685,0.685,1,0.781,0.939,2023-05-19
997.0,30,2023-05-19T00:00:00.000,56.813,-0.187,-1,0.689,0.915,2023-05-19
461.0,60,2023-05-19T00:00:00.000,57.149,0.149,1,0.707,0.924,2023-05-19
544.0,60,2023-05-19T00:00:00.000,56.888,-0.112,-1,0.7,0.899,2023-05-19
543.0,90,2023-05-19T00:00:00.000,57.996,0.996,1,0.687,0.863,2023-05-19
990.0,180,2023-05-19T00:00:00.000,48.663,-8.337,-1,0.652,0.749,2023-05-19
991.0,180,2023-05-19T00:00:00.000,56.364,-0.636,-1,0.705,0.755,2023-05-19
541.0,270,2023-05-19T00:00:00.000,56.221,-0.779,-1,0.708,0.75,2023-05-19
1315.0,360,2023-05-19T00:00:00.000,65.059,8.059,1,0.576,0.656,2023-05-19
1312.0,450,2023-05-19T00:00:00.000,57.257,0.257,1,0.79,0.659,2023-05-19
1313.0,450,2023-05-19T00:00:00.000,68.725,11.725,1,0.777,0.656,2023-05-19
545.0,30,2023-05-26T00:00:00.000,56.039,-0.961,-1,0.779,0.939,2023-05-26
997.0,30,2023-05-26T00:00:00.000,55.952,-1.048,-1,0.686,0.915,2023-05-26
461.0,60,2023-05-26T00:00:00.000,57.452,0.452,1,0.696,0.924,2023-05-26
544.0,60,2023-05-26T00:00:00.000,59.397,2.397,1,0.694,0.899,2023-05-26
543.0,90,2023-05-26T00:00:00.000,55.554,-1.446,-1,0.687,0.864,2023-05-26
990.0,180,2023-05-26T00:00:00.000,50.391,-6.609,-1,0.647,0.748,2023-05-26
991.0,180,2023-05-26T00:00:00.000,55.408,-1.592,-1,0.7,0.754,2023-05-26
541.0,270,2023-05-26T00:00:00.000,59.537,2.537,1,0.7,0.744,2023-05-26
1315.0,360,2023-05-26T00:00:00.000,64.042,7.042,1,0.571,0.653,2023-05-26
1312.0,450,2023-05-26T00:00:00.000,58.537,1.537,1,0.783,0.657,2023-05-26
1313.0,450,2023-05-26T00:00:00.000,69.294,12.294,1,0.77,0.654,2023-05-26
545.0,30,2023-06-02T00:00:00.000,56.196,-0.804,-1,0.781,0.94,2023-06-02
997.0,30,2023-06-02T00:00:00.000,55.005,-1.995,-1,0.688,0.916,2023-06-02
461.0,60,2023-06-02T00:00:00.000,57.328,0.328,1,0.685,0.924,2023-06-02
544.0,60,2023-06-02T00:00:00.000,58.632,1.632,1,0.696,0.9,2023-06-02
543.0,90,2023-06-02T00:00:00.000,55.785,-1.215,-1,0.686,0.865,2023-06-02
990.0,180,2023-06-02T00:00:00.000,50.147,-6.853,-1,0.643,0.746,2023-06-02
991.0,180,2023-06-02T00:00:00.000,58.01,1.01,1,0.696,0.753,2023-06-02
541.0,270,2023-06-02T00:00:00.000,59.604,2.604,1,0.692,0.739,2023-06-02
1315.0,360,2023-06-02T00:00:00.000,66.306,9.306,1,0.566,0.65,2023-06-02
1312.0,450,2023-06-02T00:00:00.000,64.879,7.879,1,0.776,0.655,2023-06-02
1313.0,450,2023-06-02T00:00:00.000,69.136,12.136,1,0.763,0.652,2023-06-02
