horizon,baseline_qa,ewma_qa,qa_improvement,baseline_mape,ewma_mape,mape_improvement
30,92.7971597097779,93.27473317115279,0.4775734613748881,7.202840290222101,6.725266828847218,0.47757346137488277
60,89.0846546502603,88.68325952963177,-0.40139512062853555,10.915345349739702,11.31674047036824,-0.4013951206285373
90,87.73786309310226,86.99186370993932,-0.745999383162939,12.26213690689774,13.008136290060673,-0.7459993831629319
180,83.98686246802376,82.93287714495774,-1.0539853230660157,16.013137531976255,17.067122855042264,-1.0539853230660086
