horizon,baseline_da,ewma_da,da_improvement,baseline_return,ewma_return,return_improvement,baseline_pf,ewma_pf,baseline_sharpe,ewma_sharpe
30,72.16519861859877,92.81609195402298,20.650893335424215,12.690211929015799,25.105999999999998,12.415788070984199,8.581748791782962,16.920101458465442,14.196186907979662,20.013380439694753
60,59.31739056032775,84.1688654353562,24.851474875028444,9.709635769640371,33.754,24.044364230359626,11.84282317085699,9.029019980970503,12.11994701771852,14.194866226509914
90,61.56460770828658,89.15343915343915,27.58883144515257,12.486398194318884,37.369,24.882601805681116,5.741768370081707,6.618553600962259,10.272054348343742,13.450641588460467
180,71.64840676447088,86.54353562005277,14.895128855581888,31.6529507257928,51.919000000000004,20.266049274207205,7.142928565635715,19.096549320320676,12.94878678558677,18.53552033789135
270,50.665148848254546,74.93403693931398,24.268888091059438,9.901029196293901,47.546,37.6449708037061,1.871438001900214,11.022344013490725,3.7037822782763854,12.827022816857069
360,62.583785378324784,93.40369393139841,30.819908553073624,19.235533773291927,66.733,47.49746622670808,18.538245550200756,434.3311688311687,17.09692418251215,36.88179235841467
450,39.40826037660043,65.02732240437157,25.619062027771143,-7.266814468001877,47.506,54.772814468001876,0.49375538172670325,7.303038344168767,-4.466094875981323,11.65102869858956
