horizon,lookback,alpha,train_da,test_da,test_signals
360,6,0.2,95.51495016611295,93.67088607594937,395
360,6,0.3,95.5703211517165,93.67088607594937,395
360,6,0.4,95.62569213732004,93.67088607594937,395
360,6,0.5,95.62569213732004,93.41772151898734,395
360,7,0.2,95.51495016611295,93.67088607594937,395
360,7,0.3,95.5703211517165,93.67088607594937,395
360,7,0.4,95.5703211517165,93.67088607594937,395
360,7,0.5,95.62569213732004,93.41772151898734,395
360,8,0.2,95.45957918050941,93.67088607594937,395
360,8,0.3,95.5703211517165,93.67088607594937,395
360,8,0.4,95.5703211517165,93.67088607594937,395
360,8,0.5,95.62569213732004,93.41772151898734,395
360,10,0.2,95.45706371191136,93.67088607594937,395
360,10,0.3,95.56786703601108,93.67088607594937,395
360,10,0.4,95.56786703601108,93.67088607594937,395
360,10,0.5,95.62326869806094,93.41772151898734,395
360,12,0.2,95.4520244037715,93.67088607594937,395
360,12,0.3,95.56295063782585,93.67088607594937,395
360,12,0.4,95.56295063782585,93.67088607594937,395
360,12,0.5,95.61841375485302,93.41772151898734,395
360,15,0.2,95.38888888888889,93.67088607594937,395
360,15,0.3,95.55555555555556,93.67088607594937,395
360,15,0.4,95.55555555555556,93.67088607594937,395
360,15,0.5,95.61111111111111,93.41772151898734,395
450,3,0.2,89.42148760330578,65.18324607329843,382
450,3,0.3,89.42148760330578,65.18324607329843,382
450,3,0.4,89.47658402203857,65.18324607329843,382
450,3,0.5,89.47658402203857,65.18324607329843,382
450,4,0.2,89.41565600882029,65.44502617801047,382
450,4,0.3,89.47078280044101,65.44502617801047,382
450,4,0.4,89.47078280044101,66.2303664921466,382
450,4,0.5,89.52590959206174,66.2303664921466,382
450,5,0.2,89.3546607832322,65.18324607329843,382
450,5,0.3,89.4649751792609,65.44502617801047,382
450,5,0.4,89.40981798124655,65.96858638743456,382
450,5,0.5,89.4649751792609,66.2303664921466,382
450,6,0.2,89.23841059602648,64.92146596858639,382
450,6,0.3,89.40397350993378,65.44502617801047,382
450,6,0.4,89.40397350993378,65.70680628272252,382
450,6,0.5,89.45916114790286,66.2303664921466,382
450,7,0.2,89.23246824958586,64.3979057591623,382
450,7,0.3,89.39812258420761,65.44502617801047,382
450,7,0.4,89.39812258420761,65.44502617801047,382
450,7,0.5,89.45334069574821,66.2303664921466,382
450,8,0.2,89.22651933701657,64.92146596858639,382
450,8,0.3,89.33701657458563,65.18324607329843,382
450,8,0.4,89.4475138121547,65.44502617801047,382
450,8,0.5,89.4475138121547,66.2303664921466,382
450,10,0.2,89.21460176991151,64.92146596858639,382
450,10,0.3,89.26991150442478,65.70680628272252,382
450,10,0.4,89.4358407079646,65.96858638743456,382
450,10,0.5,89.4358407079646,66.49214659685863,382
450,12,0.2,89.20265780730897,64.65968586387434,382
450,12,0.3,89.20265780730897,65.70680628272252,382
450,12,0.4,89.42414174972313,65.96858638743456,382
450,12,0.5,89.42414174972313,66.49214659685863,382
450,15,0.2,89.18469217970049,64.65968586387434,382
450,15,0.3,89.18469217970049,65.44502617801047,382
450,15,0.4,89.4065446478092,65.96858638743456,382
450,15,0.5,89.4065446478092,66.49214659685863,382
